hash,author,date,description
a657b78,Chia-liang Kao,Mon Mar 25 16:04:04 2019 +0800,Move tzdata to minimal-notebook and document it
41e066e,Peter Parente,Wed Mar 20 21:35:55 2019 -0400,Swap GG link for Discourse
fa9ee36,Peter Parente,Wed Mar 20 21:35:07 2019 -0400,Swap Google Group badge for Discourse
580f9c7,Peter Parente,Wed Mar 20 21:25:17 2019 -0400,Update issue_template.md
185a9f7,Peter Parente,Wed Mar 20 07:15:32 2019 -0400,Merge pull request #833 from javabrett/chown-logging-and-tests
e29f669,Brett Randall,Wed Mar 20 11:17:59 2019 +1100,Added CHOWN_EXTRA test.
2d9aa71,Brett Randall,Wed Mar 20 10:43:58 2019 +1100,Added logging of CHOWN_HOME_OPTS and CHOWN_EXTRA_OPTS.
7dc56ab,Brett Randall,Wed Mar 20 10:41:27 2019 +1100,Added logging of chown of CHOWN_EXTRA directories.
0d96d93,Peter Parente,Mon Mar 18 22:32:59 2019 -0400,Merge pull request #832 from parente/image-manifests
f3da6c2,Peter Parente,Mon Mar 18 22:32:25 2019 -0400,[ci skip] stderr when no tty
bb454cf,Peter Parente,Mon Mar 18 17:16:25 2019 -0400,Merge pull request #830 from parente/image-manifests
657f8a0,Peter Parente,Sun Mar 17 10:17:06 2019 -0400,[ci skip] Prefer SPARK_HOME
4abdeee,Peter Parente,Sun Mar 17 10:05:48 2019 -0400,[ci skip] Fix spark version check
a330137,Peter Parente,Sat Mar 16 22:42:43 2019 -0400,Merge pull request #829 from parente/image-manifests
76853d9,Peter Parente,Sat Mar 16 22:38:40 2019 -0400,[ci skip] Escape those backticks
4667cff,Peter Parente,Sat Mar 16 22:31:10 2019 -0400,[ci skip] List full image name and tag
3339b63,Peter Parente,Sat Mar 16 22:03:13 2019 -0400,[ci skip] Add row to build index after every image push
243da29,Peter Parente,Fri Mar 15 18:21:22 2019 -0400,[ci skip] Add language versionsconda infofix spark info
eb149a8,Peter Parente,Fri Mar 15 16:17:17 2019 -0400,Merge pull request #828 from parente/image-manifests
10c58da,Peter Parente,Fri Mar 15 15:29:55 2019 -0400,[ci skip] Add package manifest support
022da74,Peter Parente,Wed Mar 13 22:50:25 2019 -0400,Merge pull request #826 from parente/color-prompt
0023598,Peter Parente,Wed Mar 13 08:02:54 2019 -0400,Force color only exists in the /etc/skel/.bashrc
f081d9e,Peter Parente,Tue Mar 12 21:00:02 2019 -0400,Enable color prompts
7db1bd2,Peter Parente,Tue Mar 12 13:24:11 2019 -0400,Merge pull request #812 from romainx/master
f286528,Peter Parente,Mon Mar 11 08:50:39 2019 -0400,Merge pull request #825 from javabrett/doc-umask-clarification
b7b903b,Peter Parente,Mon Mar 11 08:47:55 2019 -0400,Merge pull request #824 from javabrett/doc-balance-quote
af55670,Brett Randall,Mon Mar 11 12:59:24 2019 +1100,Added clarification on the use of NB_UMASKwhich only applies to the Jupyter process itself.
ed21e1a,Brett Randall,Mon Mar 11 09:30:14 2019 +1100,Balance closing quote in doc for CHOWN_EXTRA example.
827309e,“Romain,Fri Mar 8 17:26:48 2019 +0100r-notebook devtools install_github does not work
f761284,“Romain,Fri Mar 8 11:21:51 2019 +0100,Merge remote-tracking branch 'upstream/master'
6fb3eca,Peter Parente,Thu Mar 7 22:02:57 2019 -0500,Merge pull request #822 from parente/version-updates
a772c9a,Peter Parente,Thu Mar 7 21:09:54 2019 -0500,Fix matplotlib version typo
313ceb7,Peter Parente,Thu Mar 7 20:33:31 2019 -0500,Update packages in scipy-notebook
29a003b,Peter Parente,Thu Mar 7 09:25:35 2019 -0500,Merge pull request #821 from minrk/nb575
f53e6e0,Peter Parente,Thu Mar 7 09:25:05 2019 -0500,Merge pull request #814 from javabrett/safe-PYTHONPATH
dd03a7e,Min RK,Wed Mar 6 13:20:18 2019 +0100,notebook 5.7.5
7f1482f,Peter Parente,Fri Feb 22 03:00:32 2019 -0500,Merge pull request #817 from jakirkham/req_dask
caf8c5c,John Kirkham,Thu Feb 21 22:47:03 2019 -0500,Require Dask 1.1 in the scipy-notebook
475ab49,Brett Randall,Wed Feb 20 14:46:51 2019 +1100,Made variable reference PYTHONPATH safe in case of set -eu.
8978d88,“Romain,Sun Feb 17 07:06:19 2019 +0100,devtools install_github does not work
45b8529,Peter Parente,Thu Feb 14 11:09:30 2019 -0500,Merge pull request #810 from twalcari/patch-1
a252cfa,Thijs Walcarius,Thu Feb 14 09:20:14 2019 +0100,Fix for build error #807
83ed2c6,Peter Parente,Sun Feb 3 16:18:26 2019 -0500,Merge pull request #804 from arnavs/patch-1
67b760c,Arnav Sood,Tue Jan 29 14:42:27 2019 -0800,Julia 1.0.0 => 1.1.0
95f855f,Peter Parente,Sun Feb 3 10:03:08 2019 -0500,Merge pull request #805 from parente/fix-openssl-regression
992d83c,Peter Parente,Sat Feb 2 21:39:03 2019 -0500,BUG: Generate missing openssl.cnf
a238993,Peter Parente,Tue Jan 29 08:53:48 2019 -0500,Merge pull request #803 from winni2k/patch-1
a4baa9a,Winni Kretzschmar,Tue Jan 29 10:01:30 2019 +0100,Update README.md according to #802
0aff382,Peter Parente,Mon Jan 28 10:56:39 2019 -0500,Merge pull request #802 from winni2k/patch-1
97114bd,Winni Kretzschmar,Mon Jan 28 14:09:24 2019 +0100,Add intermediate example to describe port mapping
08e09e6,Peter Parente,Sat Jan 26 16:19:44 2019 -0500,Merge pull request #800 from jupyter/damianavila-patch-1
f691de3,Peter Parente,Sat Jan 26 14:18:14 2019 -0300,Update docs/using/selecting.md
8b98bb9,Peter Parente,Sat Jan 26 11:08:37 2019 -0500,Merge pull request #796 from heoa/patch-2
0236b70,Damian Avila,Sat Jan 26 13:01:24 2019 -0300,Add reference to education-notebook
8721052,Peter Parente,Tue Jan 8 21:20:49 2019 -0500,Merge pull request #793 from flixr/update_ipywidgets
9ab617f,heoa,Mon Jan 7 02:31:32 2019 +0200,Support for ODBC
f4d44ca,Felix Ruess,Sat Jan 5 20:45:33 2019 +0100,scipy-notebook: update ipywidgets
a95cb64,Peter Parente,Tue Jan 1 19:08:45 2019 -0500,Merge pull request #791 from rkdarst/run-hooks-loop-bugfix
6e104c9,Richard Darst,Tue Jan 1 23:37:23 2019 +0200,Fix logging bug in run-hooks (order of logging statement)
987a0d3,Peter Parente,Sun Dec 30 06:49:45 2018 -0500,Merge pull request #789 from romainx/master
d18fd3e,Romain C,Sun Dec 30 09:23:37 2018 +0100,Fix a conflict in R packages update in the datascience-notebook
e2932c7,Romain C,Sun Dec 30 08:46:34 2018 +0100,Applied PR #786 for R packages to the datascience-notebook
07eb788,Peter Parente,Sat Dec 29 20:43:15 2018 -0500,Merge pull request #788 from parente/add-binder
6abf803,Peter Parente,Sat Dec 29 20:42:16 2018 -0500,[ci skip] ARG does not survive past FROM
e8ac998,Peter Parente,Sat Dec 29 20:33:30 2018 -0500,Fix simple -> simply in README
559d78a,Peter Parente,Sat Dec 29 20:33:03 2018 -0500,Merge pull request #785 from parente/add-binder
40506ed,Peter Parente,Sat Dec 29 20:32:36 2018 -0500,Merge pull request #784 from parente/fix-nayvoj
054fda4,Peter Parente,Sat Dec 29 20:32:00 2018 -0500,[ci skip] Open the README.ipynb on binder
0a73230,Peter Parente,Sat Dec 29 18:19:53 2018 -0500,[ci skip] Fix COPY path?
e2d4d3b,Peter Parente,Sat Dec 29 18:15:40 2018 -0500,Set STATUS=0 by default
f9c93b9,Peter Parente,Sat Dec 29 18:10:49 2018 -0500,[ci skip] Add a demo notebook and tag info
b8f9445,Peter Parente,Sat Dec 29 18:06:03 2018 -0500,Merge pull request #786 from romainx/master
50a2618,Romain C,Sat Dec 29 22:42:17 2018 +0100,Updated R packages to match all-spark-notebook update in PR #782
c07df9e,Peter Parente,Sat Dec 29 16:21:56 2018 -0500,Add an example binder
9b9c3c7,Peter Parente,Sat Dec 29 15:06:42 2018 -0500,Fix bug where container user is "nayvoj"
17aba60,Peter Parente,Sat Dec 29 11:29:19 2018 -0500,Merge pull request #759 from dungdm93/master
9b06df7,Peter Parente,Sat Dec 29 10:34:30 2018 -0500,Merge pull request #783 from romainx/master
c12adeb,Peter Parente,Sat Dec 29 10:34:11 2018 -0500,Merge pull request #782 from parente/daozzg-master
38054f3,Romain C,Sat Dec 29 07:25:47 2018 +0100,Replace vim by nano in the doc
8b0c000,Peter Parente,Sat Dec 29 00:05:19 2018 -0500,Update R packages
aa0ebba,Peter Parente,Fri Dec 28 23:44:15 2018 -0500,Merge pull request #781 from parente/iyanmv-add-umaks-flag
96c05b8,Peter Parente,Fri Dec 28 14:05:21 2018 -0500,Merge pull request #739 from ericdill/issue-715
515f74a,Peter Parente,Fri Dec 28 14:03:46 2018 -0500,DOC: Typo fix
9b8893f,Peter Parente,Fri Dec 28 14:02:25 2018 -0500,DOC: Match heading level
11d8162,Peter Parente,Fri Dec 28 13:56:28 2018 -0500,MNT: Update .gitignore for vscode
e1f57a6,Peter Parente,Fri Dec 28 13:56:15 2018 -0500,Doc start-notebook.d as well
368e1af,Peter Parente,Fri Dec 28 13:28:12 2018 -0500,Fix a broken doc link spotted along the way
fbba48c,Peter Parente,Fri Dec 28 13:28:03 2018 -0500,Only apply custom umask if NB_UMASK is set
1ec114a,Peter Parente,Fri Dec 28 13:24:16 2018 -0500,Squashed commit of the following:
30ea609,Peter Parente,Fri Dec 28 13:00:45 2018 -0500,Merge pull request #780 from tlinnet/master
d7ec301,Troels Schwarz-Linnet,Fri Dec 28 15:46:08 2018 +0100,Adding link to a new Community Stack : csharp-notebook is a community Jupyter Docker Stack image. Try C# in Jupyter Notebooks.
7254cdc,Peter Parente,Sun Dec 23 11:19:42 2018 -0500,Merge pull request #772 from manics/patch-1
2343e33,Peter Parente,Mon Dec 17 13:38:35 2018 -0500,Merge pull request #777 from tryantwit/remove-apt-get-clean
3fc28b6,Tim Ryan,Mon Dec 17 10:40:58 2018 -0500,Remove apt-get clean command. Unecessary on official Ubuntu images.
0644685,Alan,Fri Dec 7 09:50:44 2018 +0800,Update Dockerfile
2a25feb,Alan,Fri Dec 7 09:43:03 2018 +0800,Update Dockerfile
39dabe9,Simon Li,Fri Nov 30 19:37:45 2018 +0000,Update tensorflow to current release 1.12
14fdfbf,Peter Parente,Mon Nov 26 11:56:48 2018 -0500,Merge pull request #767 from jupyter-on-openshift/disable-token-mounting
fe85a0d,Graham Dumpleton,Mon Nov 26 17:10:50 2018 +1100,Disable mounting of service account token under OpenShift.
e8613d8,Min RK,Mon Nov 19 16:27:30 2018 +0100,Merge pull request #764 from minrk/bump-notebook
1734664,Min RK,Mon Nov 19 16:27:22 2018 +0100,Merge pull request #765 from vibhutisawant/ppc64le
6c265d3,Vibhuti Sawant,Mon Nov 19 16:13:14 2018 +0530,updated the base image to ubuntu:18.04
be4fd67,Min RK,Mon Nov 19 10:28:45 2018 +0100,notebook 5.7.2
5b2160d,Peter Parente,Thu Nov 15 12:14:26 2018 -0500,Merge pull request #760 from mkirch/master
d12c594,Peter Parente,Thu Nov 15 12:14:14 2018 -0500,Merge pull request #758 from clkao/jupyterlab-0.35
bc03236,Peter Parente,Thu Nov 15 12:13:55 2018 -0500,Merge pull request #756 from Bidek56/master
9e8682c,Peter Parente,Wed Nov 14 20:47:04 2018 -0500,Merge pull request #757 from borregore/Bump/Spark
05b2c52,Peter Parente,Wed Nov 14 20:44:49 2018 -0500,Merge pull request #762 from lresende/toree-official-release-0.3.0
f4f24a3,borregore,Wed Nov 14 11:06:44 2018 -0700,Update Dockerfile
46dbe75,borregore,Wed Nov 14 10:26:12 2018 -0700,Update Dockerfile
7c3f276,Luciano Resende,Tue Nov 13 14:07:46 2018 -0800,Update to official Toree 0.3.0-incubating release
77e1016,Peter Parente,Mon Nov 12 19:00:43 2018 -0500,Merge pull request #761 from parente/disable-linkcheck
1a3ec0e,Peter Parente,Mon Nov 12 18:59:18 2018 -0500,[ci skip] Disable linkcheck
95b325d,Michael Kirchner,Sun Nov 11 14:55:04 2018 -0600,Update scikit-learn to 0.20.*
0329eec,Đặng Minh Dũng,Sun Nov 11 10:24:11 2018 +0700,fixing inline script problem
3134535,Peter Parente,Fri Nov 9 23:43:03 2018 -0500,Keep py4j-0.10.7-src.zip
432c3f0,Chia-liang Kao,Fri Nov 9 11:08:56 2018 +0800,Update JupyterLab and extensions to 0.35.4
777eec1,Javier Ivan Venegas Carrillo,Thu Nov 8 17:29:03 2018 -0700,Update for test with py4j update for test
dd3a198,Javier Ivan Venegas Carrillo,Thu Nov 8 17:04:10 2018 -0700,Update for test with py4j update
5162984,Javier Ivan Venegas Carrillo,Thu Nov 8 16:41:04 2018 -0700,Update for test
fdaf3d8,Darek,Thu Nov 8 23:40:28 2018 +0000,Upgrading Miniconda3 version to install Python 3.7
c9bd0ff,Javier Ivan Venegas Carrillo,Thu Nov 8 16:29:41 2018 -0700,Bumped Spark to 2.4.0 adn py4j to 0.10.8.1
f9b988d,Darek,Thu Nov 8 22:08:07 2018 +0000,Bumped Spark to 2.4.0
50d1eb9,Peter Parente,Thu Nov 8 12:32:06 2018 -0500,Merge pull request #755 from jussmi/feature-675
80fa2f4,Justin Smith,Thu Nov 8 10:41:14 2018 -0500,Adding recipe for nbextension spellchecker for issue 675
a6fc0cf,Peter Parente,Tue Nov 6 08:39:52 2018 -0500,Merge pull request #750 from xuwaters/master
8d0684f,Will,Mon Nov 5 20:28:03 2018 -0800,fix: #749; datascience-notebook: for julia 1.0JULIA_PKGDIR is replaced with JULIA_DEPOT_PATH
61d8aae,Peter Parente,Thu Nov 1 19:44:31 2018 -0400,Merge pull request #747 from jupyter/fix-724
2a07e8f,Peter Parente,Thu Nov 1 19:38:16 2018 -0400,[skip ci] Fix JUPYTER_ENABLE_LAB example
3e77efb,Peter Parente,Thu Nov 1 19:36:31 2018 -0400,Merge pull request #746 from tannenba/patch-1
47249f6,Todd Tannenbaum,Thu Nov 1 17:35:13 2018 -0500,JUPYTER_ENABLE_LAB documented as JUPYTER_LAB_ENABLE
ff922f8,Peter Parente,Thu Nov 1 15:40:52 2018 -0400,[ci skip] Fixing heading level to correct ToC
2ffac26,ericdill,Fri Oct 26 19:01:12 2018 +0200,Add note about customizing the startup with before-notebook.d
610bb8b,Peter Parente,Thu Oct 25 19:05:25 2018 -0400,Merge pull request #737 from ericdill/issue-716
346cbec,ericdill,Fri Oct 26 00:11:07 2018 +0200,Revert debug flag on make [ci skip]
9c11f4b,ericdill,Thu Oct 25 21:09:08 2018 +0200,Revert to lab 0.34.12 and fix associated extensions
6c6ebe8,Peter Parente,Thu Oct 25 11:09:32 2018 -0400,Merge pull request #734 from ericdill/issue-728
6cf2491,Eric Dill,Thu Oct 25 12:04:52 2018 +0000,Bump jupyterlab-manager version
c3a7550,Eric Dill,Thu Oct 25 11:14:57 2018 +0000,Enable debug mode in make
6104833,ericdill,Thu Oct 25 12:45:27 2018 +0200,Bump to 0.35
a1cc83b,ericdill,Thu Oct 25 12:40:29 2018 +0200,Bump to latest point releases
ebb4227,Peter Parente,Wed Oct 24 09:01:23 2018 -0400,Merge pull request #720 from rwmajor2/build_user_args
f2889d7,Peter Parente,Tue Oct 23 22:01:53 2018 -0400,Merge pull request #731 from graemes/from-arg
713fae0,Peter Parente,Tue Oct 23 22:01:06 2018 -0400,Merge pull request #733 from bskarda/fix_common_options_link
4dff268,Peter Parente,Tue Oct 23 13:30:32 2018 -0400,Merge pull request #735 from ericdill/issue-724
2ded322,ericdill,Tue Oct 23 19:11:16 2018 +0200,Fix launch command in docs
b185fbf,ericdill,Tue Oct 23 18:59:13 2018 +0200,Add note for launching notebook with no token
0b070ee,Brian Skarda,Tue Oct 23 10:11:41 2018 -0400,Fix the common options link in the docs
4d273b4,Bill Major,Sun Sep 23 15:34:25 2018 -0700,Made Docker ags same as ENV var names
6513fe7,Bill Major,Fri Sep 21 11:14:10 2018 -0400,Changed Dockerfile for USER/ID/GID to be Docker build arguments
6c85e4b,Peter Parente,Sat Oct 20 16:36:28 2018 -0400,Merge pull request #725 from delgadom/patch-1
74ad563,Michael Delgado,Sat Oct 20 12:48:13 2018 -0700,correct all-spark-notebook url destination
4964534,Michael Delgado,Sat Oct 20 12:43:16 2018 -0700,point readme badges to dockerhub in tensorflow-notebook
e1ef8b5,Michael Delgado,Sat Oct 20 12:42:13 2018 -0700,point readme badges to dockerhub in scipy-notebook
48c92f7,Michael Delgado,Sat Oct 20 12:40:59 2018 -0700,point readme badges to dockerhub in r-notebook
4462b5e,Michael Delgado,Sat Oct 20 12:39:55 2018 -0700,point readme badges to dockerhub in pyspark-notebook
1c4b711,Michael Delgado,Sat Oct 20 12:37:07 2018 -0700,point readme badges to dockerhub in datascience-notebook
75df827,Michael Delgado,Sat Oct 20 12:36:08 2018 -0700,add 'image metadata' alt text in base-notebook readme
8ccfaa5,Michael Delgado,Sat Oct 20 12:33:58 2018 -0700,point readme badges to dockerhub in all-spark-notebook
2220a2e,Michael Delgado,Sat Oct 13 11:48:04 2018 -0700,Point badges to dockerhubadd alt-text to microbadger
1d763bb,graemes,Fri Oct 19 18:52:27 2018 +0100,Convert FROM specification to ARG (#727)
6d2a053,Peter Parente,Thu Oct 18 13:29:01 2018 -0400,Merge pull request #729 from parente/fix-builds
6aabc50,Peter Parente,Thu Oct 18 12:28:39 2018 -0400,Fix broken doc link
3ecff5f,Luciano Resende,Tue Oct 16 09:35:33 2018 -0700,Update to Apache Toree 0.3.0-incubating RC1
e8048a2,Peter Parente,Thu Oct 18 10:18:52 2018 -0400,Fix builds by updating to compatible versions
48bd283,Peter Parente,Wed Oct 17 20:57:35 2018 -0400,Merge pull request #723 from marcraminv/docs/custom-user
076233c,Marc Ramirez,Fri Oct 5 19:19:21 2018 +0200,Add more information about NB_USER set up
1145fb1,Peter Parente,Wed Oct 3 08:54:45 2018 -0400,Merge pull request #721 from jharris1679/patch-1
a94ecfb,Josh Harris,Mon Sep 24 19:29:22 2018 -0400,Update jupyter_notebook_config.py
137a295,Peter Parente,Mon Sep 3 14:01:12 2018 -0400,Merge pull request #711 from sansumbrella/patch-1
5cae315,Peter Parente,Mon Sep 3 14:00:27 2018 -0400,Merge pull request #704 from parente/bugfix/lineendings
459e68c,Peter Parente,Mon Sep 3 13:54:50 2018 -0400,Merge pull request #688 from rkdarst/pre-start-hook
4ab1280,David Wicks,Thu Aug 30 23:44:27 2018 -0400,Use new package system
9b2ed35,David Wicks,Thu Aug 30 22:41:42 2018 -0400,Update Juilia version to 1.0.0
6fa9a4a,Richard Darst,Sun Aug 5 12:07:23 2018 +0300,Create run-hooks function and switch pre-start hook to that
a73212e,Richard Darst,Wed Jul 18 16:37:12 2018 +0300,Add a posibliity for a pre-start hook
5979427,Peter Parente,Tue Aug 21 17:11:19 2018 -0400,Force LF line endings
8ccdfc1,Peter Parente,Tue Aug 21 16:17:35 2018 -0400,Merge pull request #703 from iyanmv/bump-jupyterlab
8fd9b55,Iyán Méndez Veiga,Tue Aug 21 20:24:38 2018 +0200,Update jupyterlab & extensions
177037d,Peter Parente,Mon Aug 6 09:20:20 2018 -0400,Merge pull request #694 from parente/hub-0.9
3a54713,Peter Parente,Sun Aug 5 11:57:04 2018 -0400,Update JupyterHub to 0.9.x
265297f,Peter Parente,Sun Aug 5 11:23:26 2018 -0400,[ci skip] Remove sphinx_rtd_theme
7d95895,Peter Parente,Sun Aug 5 11:19:21 2018 -0400,Merge pull request #687 from rkdarst/group_handling
31531fd,Richard Darst,Sun Aug 5 11:10:25 2018 +0300,Update documentation of NB_GID and NB_GROUP
7258a5c,Peter Parente,Sat Aug 4 16:36:05 2018 -0400,Merge pull request #691 from parente/alabaster-docs
0613eac,Peter Parente,Fri Aug 3 23:50:54 2018 -0400,[ci skip] Switch docs to the alabaster theme
fc72be3,Richard Darst,Wed Aug 1 23:42:06 2018 +0300,Update group handling: set primary gidleave suplemental with group users
45e010d,Peter Parente,Tue Jul 31 09:11:27 2018 -0400,Merge pull request #686 from amit1rrr/use_jupyterlab_version_0.33.0
2518154,Amit Rathi,Tue Jul 31 13:24:20 2018 +0530,Bump up jupyterlab & extensions version
135a595,Peter Parente,Mon Jul 30 08:49:42 2018 -0400,Merge pull request #685 from delgadom/patch-1
237e97d,Michael Delgado,Sat Jul 28 11:17:11 2018 -0700,point README badges to dockerhub
8d22c86,Peter Parente,Fri Jul 20 15:27:41 2018 -0400,Merge pull request #677 from jakirkham/use_cf_tini
02d387b,Peter Parente,Fri Jul 20 15:06:26 2018 -0400,Merge pull request #680 from nils-werner/XDG_CACHE_HOME
6281d3d,Nils Werner,Fri Jul 20 12:18:14 2018 +0200,Change XDG_CACHE_HOME when using NB_USER
0bfb920,John Kirkham,Thu Jul 19 22:56:48 2018 -0400,Install tini from conda-forge
621b96e,Peter Parente,Thu Jul 19 16:13:44 2018 -0400,Merge pull request #676 from shaheenhumza/update-seaborn
f5c3153,Peter Parente,Thu Jul 19 16:12:45 2018 -0400,Merge pull request #671 from stefanproell/SPR/config_fix
0b95fd3,Humza M Shaheen,Thu Jul 19 11:28:55 2018 +0100,Update version of seaborn to 0.9.X
1584606,Stefan Proell,Wed Jul 11 12:56:09 2018 +0200,Adds config file initialization
702d2f6,Peter Parente,Mon Jul 16 22:39:44 2018 -0400,Merge pull request #673 from parente/remove-internal
f3652d3,Peter Parente,Mon Jul 16 15:37:27 2018 -0400,Merge pull request #672 from tackman/master
33b69ea,Peter Parente,Mon Jul 16 15:34:20 2018 -0400,Merge pull request #665 from parente/fix-492-supplemental-group
1efcb10,Peter Parente,Mon Jul 16 15:28:44 2018 -0400,[ci skip] Remove dead files w/ old versions
9e4c786,tackman,Thu Jul 12 17:30:23 2018 +0900,Fixed JupyterLab launch sample command options. Option name was wrong  and image version was old
3772fff,Peter Parente,Mon Jul 9 18:50:21 2018 -0400,Merge pull request #667 from jamiekt/master
193b0e2,Jamie Thomson,Mon Jul 9 22:54:29 2018 +0100,Fix typo - Juptyer
19f1bd9,Peter Parente,Fri Jun 29 08:33:12 2018 -0400,Fix second test_gid_change expectation
611526c,Peter Parente,Thu Jun 28 22:29:38 2018 -0400,Fix test_gid_change expectation
da11c31,Peter Parente,Sun Jun 24 16:10:10 2018 -0700,Fix #492: NB_GID adds a supplemental groupleaves primary untouched
5811dcb,Peter Parente,Sat Jun 23 17:32:44 2018 -0400,Merge pull request #664 from parente/spark-2.3.1
ede5987,Peter Parente,Thu Jun 21 21:45:20 2018 -0400,Update to latest conda patch release
03b897d,Peter Parente,Wed Jun 13 22:19:01 2018 -0400,[ci skip] Add source-to-image alternative
9f2072b,Darek,Wed Jun 13 14:39:25 2018 +0000,Bumped Spark to 2.3.1
6c89a9f,Darek,Wed Jun 13 14:38:13 2018 +0000,Bumped Ubuntu and conda to the current version
4417b81,Peter Parente,Wed Jun 13 00:08:10 2018 -0400,[ci skip] List some alternatives
4b8a63c,Peter Parente,Wed Jun 13 00:06:09 2018 -0400,Merge pull request #655 from minrk/bumps
6fcdb2b,Peter Parente,Sat Jun 9 15:19:13 2018 -0400,Update quickstart examples for nb 5.5
e7000ca,Peter Parente,Fri Jun 8 19:45:12 2018 -0400,Merge pull request #656 from aaronjswank/master
36d5515,SwankAaron J,Fri Jun 8 14:49:57 2018 -0400,Removed extra COPY from Dockerfile instructions
a1ef9cb,SwankAaron J,Fri Jun 8 11:12:49 2018 -0400,Updated recipe for pip and added conda example.
d65fa65,Min RK,Thu Jun 7 10:57:39 2018 +0200,bump some packages
59904dd,Min RK,Thu Jun 7 10:50:28 2018 +0200,Merge pull request #654 from jupyter-on-openshift/remove-writable-group
47e120d,Graham Dumpleton,Thu Jun 7 10:02:31 2018 +1000,Restrict su to users in group wheel so can't be used when run as random uid not in passwd file.
fce5995,Graham Dumpleton,Wed Jun 6 14:21:03 2018 +1000,Remove writable group file due to issues with being able to give su access when shouldn't be allowed.
cf57ef1,J Forde,Tue Jun 5 12:08:59 2018 -0400,Merge pull request #651 from parente/more-docs
882915f,Min RK,Tue Jun 5 18:02:22 2018 +0200,Merge pull request #652 from gurvindersingh/master
3c0220c,Gurvinder Singh,Mon Jun 4 16:49:25 2018 +0200,upgrade tini to latest version 0.18.0 and also added the option to send signal to all child group processes as mentioned in docs
9641089,Peter Parente,Sun Jun 3 21:00:53 2018 -0400,Add sphinx linkcheck to travis build
0ad2745,Peter Parente,Sun Jun 3 20:58:17 2018 -0400,Address code review commentsadd screenshots
0f9a9c2,Peter Parente,Sat Jun 2 22:45:33 2018 -0400,[ci skip] Add missing link
c9f699a,Peter Parente,Sat Jun 2 17:48:48 2018 -0400,[ci skip] Write remaining community stack sections
355f980,Peter Parente,Sat Jun 2 17:48:34 2018 -0400,[ci skip] Cleanup wording
0f73f74,Peter Parente,Sat Jun 2 22:43:02 2018 -0400,Merge pull request #650 from parente/more-docs
9f03c3e,Peter Parente,Sat Jun 2 16:57:41 2018 -0400,Merge pull request #649 from jakirkham/pin_blas_to_cf
b62c717,Peter Parente,Sat Jun 2 16:55:29 2018 -0400,Fix some whitespace and quoting
e1f54f6,Peter Parente,Sat Jun 2 16:55:21 2018 -0400,[ci skip] Add missing env var options
06792d9,John Kirkham,Sat Jun 2 12:59:10 2018 -0700,Use `MatchSpec` to force `blas` from `conda-forge`
e1fee21,Peter Parente,Sat Jun 2 15:49:47 2018 -0400,Merge pull request #641 from BradenAtSiemens/ubuntu-bionic-upgrade
f9e77e3,Peter Parente,Sat Jun 2 15:45:16 2018 -0400,Merge pull request #646 from parente/more-docs
19828a0,Braden Pellett,Fri Jun 1 14:48:54 2018 -0700,Require at least blas 1.1
9a48f4c,Braden Pellett,Thu May 24 11:59:43 2018 -0700,Add Mesos GPG key
ac04480,Braden Pellett,Wed May 23 23:14:18 2018 -0700,Upgrade Ubuntu to latest LTS (Bionic 18.04)
2bfbb7d,Peter Parente,Mon May 28 18:56:42 2018 -0400,Merge pull request #648 from jakirkham/use_conda_4.5
8b3661b,John Kirkham,Mon May 28 11:51:44 2018 -0700,Upgrade to conda 4.5.4
4cac637,John Kirkham,Mon May 28 11:51:43 2018 -0700,Upgrade to Miniconda 4.5.1
4d19a98,Peter Parente,Sat May 26 21:44:45 2018 -0400,Merge pull request #644 from jupyter/github-community
5aaa011,Peter Parente,Sat May 26 21:44:05 2018 -0400,Initial sections about using cookiecutter-docker-stacks
6fc12fe,Peter Parente,Sat May 26 21:43:52 2018 -0400,Small naming consistency fix
59b37d2,Peter Parente,Sat May 26 15:06:37 2018 -0400,Add contributing tests section
6e41764,Peter Parente,Sat May 26 15:06:30 2018 -0400,Small touchup for active voice
38145fc,Peter Parente,Sat May 26 15:06:18 2018 -0400,Sort contributor sections from simplest to most complex
0c3c09b,Peter Parente,Sat May 26 13:18:25 2018 -0400,[ci skip] Add code of conduct link to jupyter/governance repo
c86be91,Peter Parente,Sat May 26 13:16:07 2018 -0400,[ci skip] Add contributing file
c7d997f,Peter Parente,Thu May 24 10:45:20 2018 -0400,Merge pull request #636 from robinovitch61/master
342ff37,robinovitch61,Wed May 23 22:24:03 2018 -0700,remove vimadd nano
4ebeb1f,Carol Willing,Sun May 20 17:53:06 2018 -0700,Merge pull request #637 from parente/readmes-to-doc
8cb5e8f,Peter Parente,Sun May 20 20:42:39 2018 -0400,Updates after code review
654f9c2,Peter Parente,Sun May 20 16:54:40 2018 -0400,Update badges
44b6770,Peter Parente,Sun May 20 16:33:39 2018 -0400,Build docs on travis as a test too
274a30f,Peter Parente,Sun May 20 16:32:45 2018 -0400,Fix markdown headings
c4fafab,Peter Parente,Sat May 19 23:03:48 2018 -0400,Remove lurking .vscode
13673be,Peter Parente,Sat May 19 22:57:44 2018 -0400,Make resource links consistent
2b33e23,Peter Parente,Sat May 19 22:32:13 2018 -0400,Make RTD the doc source of truth
